Date	Open	High	Low	Close	Change (Pips)	Change (%)
Aug 31, 2015 00:00	6227.5	6241.7	6148.7	6207.5	-20.0	-0.32%
Aug 28, 2015 00:00	6216.6	6259.3	6150	6237.7	+21.1	+0.34%
Aug 27, 2015 00:00	6078.3	6231.5	6069.3	6217.4	+139.1	+2.24%
Aug 26, 2015 00:00	5961	6096.3	5895.6	6071.4	+110.4	+1.82%
Aug 25, 2015 00:00	5824.1	6117	5817.7	5947.8	+123.7	+2.08%
Aug 24, 2015 00:00	6120.8	6122.8	5768	5840.9	-279.9	-4.79%
Aug 21, 2015 00:00	6291.2	6344.3	6123	6144.2	-147.0	-2.39%
Aug 20, 2015 00:00	6389	6409	6285.8	6292.6	-96.4	-1.53%
Aug 19, 2015 00:00	6523.9	6531.3	6389.6	6395.8	-128.1	-2.00%
Aug 18, 2015 00:00	6564.6	6578.6	6503.8	6523.1	-41.5	-0.64%
Aug 17, 2015 00:00	6589.9	6597.1	6506.5	6563.8	-26.1	-0.40%
Aug 14, 2015 00:00	6562.6	6602	6541.8	6588.5	+25.9	+0.39%
Aug 13, 2015 00:00	6586.3	6636.3	6550.8	6564.2	-22.1	-0.34%
Aug 12, 2015 00:00	6672	6684.4	6534.8	6624.2	-47.8	-0.72%
Aug 11, 2015 00:00	6742.5	6748.1	6650.5	6670.8	-71.7	-1.07%
Aug 10, 2015 00:00	6731.4	6764	6651.8	6743.5	+12.1	+0.18%
Aug 07, 2015 00:00	6743.9	6756.1	6716.8	6732.4	-11.5	-0.17%
Aug 06, 2015 00:00	6722.8	6764.3	6704.8	6745.9	+23.1	+0.34%
Aug 05, 2015 00:00	6679.3	6765.8	6664.3	6729.1	+49.8	+0.74%
Aug 04, 2015 00:00	6664.8	6716.8	6642.3	6681.1	+16.3	+0.24%
Aug 03, 2015 00:00	6687	6711.3	6634.8	6666.8	-20.2	-0.30%
Jul 31, 2015 00:00	6672.4	6709	6645.8	6693.8	+21.4	+0.32%
Jul 30, 2015 00:00	6635.1	6698.8	6627.9	6672.2	+37.1	+0.56%
Jul 29, 2015 00:00	6580.7	6647	6572.1	6633.7	+53.0	+0.80%
Jul 28, 2015 00:00	6504.2	6590.8	6496.6	6580.3	+76.1	+1.16%
Jul 27, 2015 00:00	6548.9	6587.8	6488.8	6503.4	-45.5	-0.70%
Jul 24, 2015 00:00	6641.8	6685.8	6539.3	6551.7	-90.1	-1.38%
Jul 23, 2015 00:00	6695	6713.1	6623	6642.8	-52.2	-0.79%
Jul 22, 2015 00:00	6746.2	6753.2	6650.8	6696.8	-49.4	-0.74%
Jul 21, 2015 00:00	6792.9	6807.7	6743.2	6748.4	-44.5	-0.66%
Jul 20, 2015 00:00	6770.5	6812.8	6767.5	6794.1	+23.6	+0.35%
Jul 17, 2015 00:00	6785	6802.8	6762.8	6775.1	-9.9	-0.15%
Jul 16, 2015 00:00	6749.1	6805.3	6737.8	6786.4	+37.3	+0.55%
Jul 15, 2015 00:00	6755.7	6775.5	6719.8	6741.9	-13.8	-0.20%
Jul 14, 2015 00:00	6736.1	6758	6710	6754.5	+18.4	+0.27%
Jul 13, 2015 00:00	6676.5	6773.8	6628.7	6735.3	+58.8	+0.87%
Jul 10, 2015 00:00	6548.4	6694.3	6546.8	6678.4	+130.0	+1.95%
Jul 09, 2015 00:00	6461	6596.8	6460.8	6549.4	+88.4	+1.35%
Jul 08, 2015 00:00	6523.5	6524.3	6434.3	6459.8	-63.7	-0.99%
Jul 07, 2015 00:00	6542.3	6564.9	6428.3	6521.3	-21.0	-0.32%
Jul 06, 2015 00:00	6412.4	6572	6412.4	6538.5	+126.1	+1.93%
Jul 03, 2015 00:00	6625.6	6633.7	6571.5	6601	-24.6	-0.37%
Jul 02, 2015 00:00	6583.2	6647	6570.8	6626.8	+43.6	+0.66%
Jul 01, 2015 00:00	6535.1	6639.5	6528.7	6584.5	+49.4	+0.75%
Jun 30, 2015 00:00	6578.2	6603.8	6495.5	6544.1	-34.1	-0.52%
Jun 29, 2015 00:00	6632.5	6692.8	6515	6577.2	-55.3	-0.84%
Jun 26, 2015 00:00	6798.7	6800.8	6728.8	6752.6	-46.1	-0.68%
Jun 25, 2015 00:00	6825.4	6869	6788.5	6796.5	-28.9	-0.43%
Jun 24, 2015 00:00	6838.4	6874.5	6818.2	6823.8	-14.6	-0.21%
Jun 23, 2015 00:00	6801.2	6856.5	6799.8	6835.8	+34.6	+0.51%
Jun 22, 2015 00:00	6709.7	6826.3	6708.9	6800.4	+90.7	+1.33%
Jun 19, 2015 00:00	6713.2	6760.3	6682.3	6685.3	-27.9	-0.42%
Jun 18, 2015 00:00	6658.6	6742.8	6623.6	6711.8	+53.2	+0.79%
Jun 17, 2015 00:00	6724.3	6734.2	6653.2	6658.8	-65.5	-0.98%
Jun 16, 2015 00:00	6718.1	6725.7	6655	6724.1	+6.0	+0.09%
Jun 15, 2015 00:00	6750.9	6773.8	6702.3	6718.7	-32.2	-0.48%
Jun 12, 2015 00:00	6841	6841.4	6759.3	6781.5	-59.5	-0.88%
Jun 11, 2015 00:00	6829	6870.3	6805.5	6838.8	+9.8	+0.14%
Jun 10, 2015 00:00	6740.8	6844.5	6731.3	6836.1	+95.3	+1.39%
Jun 09, 2015 00:00	6781.2	6804.3	6726.5	6741.2	-40.0	-0.59%
Jun 08, 2015 00:00	6821.7	6826.7	6762.8	6780.8	-40.9	-0.60%
Jun 05, 2015 00:00	6845.1	6849	6785	6821.1	-24.0	-0.35%
Jun 04, 2015 00:00	6936.5	6943.1	6808.3	6843.7	-92.8	-1.36%
Jun 03, 2015 00:00	6925.1	6988	6900.5	6941.3	+16.2	+0.23%
Jun 02, 2015 00:00	6964.1	6973.3	6868.3	6924.5	-39.6	-0.57%
Jun 01, 2015 00:00	6996.4	7039.3	6938.5	6967	-29.4	-0.42%
May 29, 2015 00:00	7047.7	7071.1	6960.1	6998.2	-49.5	-0.71%
May 28, 2015 00:00	7029.6	7049.7	7004.3	7047.1	+17.5	+0.25%
May 27, 2015 00:00	6963.5	7055.1	6946.5	7030.8	+67.3	+0.96%
May 26, 2015 00:00	7036.5	7052.5	6928.8	6961.3	-75.2	-1.08%
May 25, 2015 00:00	7033.5	7049.9	7020.3	7036.7	+3.2	+0.05%
May 22, 2015 00:00	7017.6	7063.8	7009	7034.1	+16.5	+0.23%
May 21, 2015 00:00	6998.1	7028.5	6980.9	7017	+18.9	+0.27%
May 20, 2015 00:00	6987	7022	6957.8	7009.3	+22.3	+0.32%
May 19, 2015 00:00	6977.9	7010.3	6969.8	6986.4	+8.5	+0.12%
May 18, 2015 00:00	6971.4	7019	6927.8	6976.7	+5.3	+0.08%
May 15, 2015 00:00	6975.7	7010	6934.3	6971	-4.7	-0.07%
May 14, 2015 00:00	6926.4	6984.8	6882.5	6976.1	+49.7	+0.71%
May 13, 2015 00:00	6937	6992.3	6919.5	6938.6	+1.6	+0.02%
May 12, 2015 00:00	7002.8	7037	6884.3	6935.4	-67.4	-0.97%
May 11, 2015 00:00	7039.2	7085.3	6997.5	7003	-36.2	-0.52%
May 08, 2015 00:00	6949.1	7060.8	6941.3	7034	+84.9	+1.21%
May 07, 2015 00:00	6916.5	6926.5	6807.3	6904.3	-12.2	-0.18%
May 06, 2015 00:00	6942.2	6974.5	6896.3	6923.7	-18.5	-0.27%
May 05, 2015 00:00	7037.5	7054	6921.8	6941.6	-95.9	-1.38%
May 04, 2015 00:00	7033.6	7064.5	7000.4	7038.3	+4.7	+0.07%
May 01, 2015 00:00	6940.9	7036.3	6913.8	7032	+91.1	+1.30%
Apr 30, 2015 00:00	6968.5	6987.3	6902.8	6938.7	-29.8	-0.43%
Apr 29, 2015 00:00	7050.9	7060.5	6927.6	6974.4	-76.5	-1.10%
Apr 28, 2015 00:00	7076.2	7085.3	6981.7	7051.5	-24.7	-0.35%
Apr 27, 2015 00:00	7061.4	7122.5	7021.5	7072.8	+11.4	+0.16%
Apr 24, 2015 00:00	7072.1	7102.5	7049.5	7059.6	-12.5	-0.18%
Apr 23, 2015 00:00	7026	7083.8	6994.5	7069.5	+43.5	+0.62%
Apr 22, 2015 00:00	7065.3	7089	6994.5	7035.4	-29.9	-0.42%
Apr 21, 2015 00:00	7023.4	7104	7021	7065.5	+42.1	+0.60%
Apr 20, 2015 00:00	7018.5	7067.8	7008.3	7025.8	+7.3	+0.10%
Apr 17, 2015 00:00	7076.6	7102.3	6973	7002.3	-74.3	-1.06%
Apr 16, 2015 00:00	7096	7126.8	7048.8	7077.8	-18.2	-0.26%
Apr 15, 2015 00:00	7081	7111.8	7055.5	7097.7	+16.7	+0.24%
Apr 14, 2015 00:00	7047.8	7089.3	7039.8	7079.2	+31.4	+0.44%
Apr 13, 2015 00:00	7083.4	7096.9	7040.5	7046.4	-37.0	-0.53%
Apr 10, 2015 00:00	7033.3	7097.3	7023.5	7085.8	+52.5	+0.74%
Apr 09, 2015 00:00	6968.4	7045.8	6952.8	7030.9	+62.5	+0.89%
Apr 08, 2015 00:00	6930.5	7012.3	6923.7	6968.2	+37.7	+0.54%
Apr 07, 2015 00:00	6853.8	6968.5	6849	6932.3	+78.5	+1.13%
Apr 06, 2015 00:00	6802	6873	6797.6	6856.2	+54.2	+0.79%
Apr 03, 2015 00:00	6834	6848	6829	6839	+5.0	+0.07%
Apr 02, 2015 00:00	6814	6851	6790	6842	+28.0	+0.41%
Apr 01, 2015 00:00	6758	6856	6671	6815	+57.0	+0.84%
Mar 31, 2015 00:00	6892	6906	6755	6759	-133.0	-1.97%
Mar 30, 2015 00:00	6864	6913	6850	6891	+27.0	+0.39%
Mar 27, 2015 00:00	6893	6930	6836	6870	-23.0	-0.33%
Mar 26, 2015 00:00	6978	6983	6874	6896	-82.0	-1.19%
Mar 25, 2015 00:00	7008	7035	6970	6982	-26.0	-0.37%
Mar 24, 2015 00:00	7016	7065	7003	7009	-7.0	-0.10%
Mar 23, 2015 00:00	7013	7054	6989	7021	+8.0	+0.11%
Mar 20, 2015 00:00	6954	7031	6952	7018	+64.0	+0.91%
Mar 19, 2015 00:00	6949	6982	6928	6960	+11.0	+0.16%
Mar 18, 2015 00:00	6839	6995	6829	6961	+122.0	+1.75%
Mar 17, 2015 00:00	6795	6861	6785	6844	+49.0	+0.72%
Mar 16, 2015 00:00	6766	6818	6742	6797	+31.0	+0.46%
Mar 13, 2015 00:00	6759	6777	6712	6760	+1.0	+0.01%
Mar 12, 2015 00:00	6723	6801	6710	6765	+42.0	+0.62%
Mar 11, 2015 00:00	6712	6737	6693	6731	+19.0	+0.28%
Mar 10, 2015 00:00	6869	6872	6691	6713	-156.0	-2.32%
Mar 09, 2015 00:00	6898	6898	6858	6870	-28.0	-0.41%
Mar 06, 2015 00:00	6953	6961	6878	6888	-65.0	-0.94%
Mar 05, 2015 00:00	6902	6969	6896	6954	+52.0	+0.75%
Mar 04, 2015 00:00	6899	6933	6860	6916	+17.0	+0.25%
Mar 03, 2015 00:00	6950	6963	6874	6900	-50.0	-0.72%
Mar 02, 2015 00:00	6932	6975	6924	6949	+17.0	+0.24%
Feb 27, 2015 00:00	6946	6969	6919	6931	-15.0	-0.22%
Feb 26, 2015 00:00	6916	6957	6913	6948	+32.0	+0.46%
Feb 25, 2015 00:00	6939	6956	6904	6918	-21.0	-0.30%
Feb 24, 2015 00:00	6902	6959	6898	6941	+39.0	+0.56%
Feb 23, 2015 00:00	6949	6956	6885	6905	-44.0	-0.64%
Feb 20, 2015 00:00	6887	6960	6878	6951	+64.0	+0.92%
Feb 19, 2015 00:00	6881	6907	6859	6889	+8.0	+0.12%
Feb 18, 2015 00:00	6901	6920	6876	6891	-10.0	-0.15%
Feb 17, 2015 00:00	6821	6914	6816	6903	+82.0	+1.19%
Feb 16, 2015 00:00	6879	6888	6821	6837	-42.0	-0.61%
Feb 13, 2015 00:00	6850	6890	6841	6882	+32.0	+0.46%
Feb 12, 2015 00:00	6825	6856	6787	6852	+27.0	+0.39%
Feb 11, 2015 00:00	6835	6865	6785	6838	+3.0	+0.04%
Feb 10, 2015 00:00	6827	6849	6787	6839	+12.0	+0.18%
Feb 09, 2015 00:00	6822	6847	6775	6825	+3.0	+0.04%
Feb 06, 2015 00:00	6850	6887	6816	6838	-12.0	-0.18%
Feb 05, 2015 00:00	6802	6870	6796	6851	+49.0	+0.72%
Feb 04, 2015 00:00	6891	6896	6791	6803	-88.0	-1.29%
Feb 03, 2015 00:00	6801	6905	6771	6892	+91.0	+1.32%
Feb 02, 2015 00:00	6737	6837	6716	6800	+63.0	+0.93%
Jan 30, 2015 00:00	6843	6849	6720	6739	-104.0	-1.54%
Jan 29, 2015 00:00	6750	6859	6738	6844	+94.0	+1.37%
Jan 28, 2015 00:00	6854	6879	6741	6751	-103.0	-1.53%
Jan 27, 2015 00:00	6871	6874	6772	6858	-13.0	-0.19%
Jan 26, 2015 00:00	6780	6889	6738	6870	+90.0	+1.31%
Jan 23, 2015 00:00	6827	6847	6795	6800	-27.0	-0.40%
Jan 22, 2015 00:00	6721	6842	6717	6826	+105.0	+1.54%
Jan 21, 2015 00:00	6633	6732	6626	6723	+90.0	+1.34%
Jan 20, 2015 00:00	6595	6649	6590	6632	+37.0	+0.56%
Jan 19, 2015 00:00	6577	6607	6545	6593	+16.0	+0.24%
Jan 16, 2015 00:00	6451	6589	6426	6579	+128.0	+1.95%
Jan 15, 2015 00:00	6427	6506	6295	6460	+33.0	+0.51%
Jan 14, 2015 00:00	6498	6503	6351	6430	-68.0	-1.06%
Jan 13, 2015 00:00	6471	6558	6453	6499	+28.0	+0.43%
Jan 12, 2015 00:00	6493	6544	6445	6472	-21.0	-0.32%
Jan 09, 2015 00:00	6566	6570	6469	6491	-75.0	-1.16%
Jan 08, 2015 00:00	6452	6581	6451	6565	+113.0	+1.72%
Jan 07, 2015 00:00	6363	6461	6363	6451	+88.0	+1.36%
Jan 06, 2015 00:00	6414	6451	6326	6362	-52.0	-0.82%
Jan 05, 2015 00:00	6526	6575	6384	6413	-113.0	-1.76%
Jan 02, 2015 00:00	6575	6610	6505	6529	-46.0	-0.70%
Dec 31, 2014 00:00	6550	6582	6546	6574	+24.0	+0.37%
Dec 30, 2014 00:00	6611	6613	6521	6551	-60.0	-0.92%
Dec 29, 2014 00:00	6621	6657	6586	6612	-9.0	-0.14%
Dec 24, 2014 00:00	6592	6631	6589	6615	+23.0	+0.35%
Dec 23, 2014 00:00	6609	6621	6583	6594	-15.0	-0.23%
Dec 22, 2014 00:00	6570	6627	6563	6608	+38.0	+0.58%
Dec 19, 2014 00:00	6516	6592	6475	6572	+56.0	+0.85%
Dec 18, 2014 00:00	6389	6518	6357	6517	+128.0	+1.96%
Dec 17, 2014 00:00	6260	6397	6236	6387	+127.0	+1.99%
Dec 16, 2014 00:00	6175	6351	6142	6259	+84.0	+1.34%
Dec 15, 2014 00:00	6221	6355	6123	6174	-47.0	-0.76%
Dec 12, 2014 00:00	6391	6436.5	6210.5	6214	-177.0	-2.85%
Dec 11, 2014 00:00	6464.5	6519	6378.5	6387	-77.5	-1.21%
Dec 10, 2014 00:00	6552	6563.5	6463	6467	-85.0	-1.31%
Dec 09, 2014 00:00	6661	6665.5	6515	6552.5	-108.5	-1.66%
Dec 08, 2014 00:00	6750.5	6755	6635	6662	-88.5	-1.33%
Dec 05, 2014 00:00	6694.5	6753	6689.5	6747	+52.5	+0.78%
Dec 04, 2014 00:00	6722.5	6733.5	6668.5	6694	-28.5	-0.43%
Dec 03, 2014 00:00	6744.5	6757	6711.5	6723.5	-21.0	-0.31%
Dec 02, 2014 00:00	6648	6755	6646	6743.5	+95.5	+1.42%
Dec 01, 2014 00:00	6693.5	6706.5	6636	6647.5	-46.0	-0.69%
Nov 28, 2014 00:00	6712	6736.5	6665.5	6701	-11.0	-0.16%
Nov 27, 2014 00:00	6742.5	6751	6712.5	6716.5	-26.0	-0.39%
Nov 26, 2014 00:00	6737.5	6765.5	6716.5	6743.5	+6.0	+0.09%
Nov 25, 2014 00:00	6740	6749.5	6703.5	6737	-3.0	-0.04%
Nov 24, 2014 00:00	6744.5	6762.5	6718	6739.5	-5.0	-0.07%
Nov 21, 2014 00:00	6681	6773	6674.5	6742.5	+61.5	+0.91%
Nov 20, 2014 00:00	6699.5	6702	6640	6680.5	-19.0	-0.28%
Nov 19, 2014 00:00	6716.5	6717	6676.5	6706.5	-10.0	-0.15%
Nov 18, 2014 00:00	6682	6728.5	6673	6715.5	+33.5	+0.50%
Nov 17, 2014 00:00	6647.5	6687.5	6610.5	6682.5	+35.0	+0.52%
Nov 14, 2014 00:00	6637.5	6656.5	6608.5	6647	+9.5	+0.14%
Nov 13, 2014 00:00	6606	6646.5	6595.5	6637	+31.0	+0.47%
Nov 12, 2014 00:00	6626.5	6630	6588.5	6615.5	-11.0	-0.17%
Nov 11, 2014 00:00	6615	6632.5	6604.5	6626	+11.0	+0.17%
Nov 10, 2014 00:00	6566.5	6618.5	6559.5	6614.5	+48.0	+0.73%
Nov 07, 2014 00:00	6562	6607.5	6551	6568.5	+6.5	+0.10%
Nov 06, 2014 00:00	6535.5	6579.5	6502	6562.5	+27.0	+0.41%
Nov 05, 2014 00:00	6476.5	6544.5	6471	6535	+58.5	+0.90%
Nov 04, 2014 00:00	6478.5	6509.5	6442.5	6477	-1.5	-0.02%
Nov 03, 2014 00:00	6543.5	6557.5	6473.5	6478	-65.5	-1.01%
Oct 31, 2014 00:00	6483.5	6560	6473.5	6556	+72.5	+1.11%
Oct 30, 2014 00:00	6447.5	6491	6377	6483.5	+36.0	+0.56%
Oct 29, 2014 00:00	6429.5	6475.5	6416.5	6449	+19.5	+0.30%
Oct 28, 2014 00:00	6380	6436.5	6376.5	6431.5	+51.5	+0.80%
Oct 27, 2014 00:00	6415.5	6449.5	6335	6382	-33.5	-0.52%
Oct 24, 2014 00:00	6408.5	6414.5	6364	6414	+5.5	+0.09%
Oct 23, 2014 00:00	6357	6430	6314	6408	+51.0	+0.80%
Oct 22, 2014 00:00	6408	6410.5	6340	6364.5	-43.5	-0.68%
Oct 21, 2014 00:00	6291	6407.5	6227	6407	+116.0	+1.81%
Oct 20, 2014 00:00	6316.5	6353	6236.5	6293	-23.5	-0.37%
Oct 17, 2014 00:00	6169	6318	6169	6304	+135.0	+2.14%
Oct 16, 2014 00:00	6216.5	6282.5	6070	6168.5	-48.0	-0.78%
Oct 15, 2014 00:00	6384	6410	6152	6215.5	-168.5	-2.71%
Oct 14, 2014 00:00	6294	6411.5	6294	6383	+89.0	+1.39%
Oct 13, 2014 00:00	6299	6388.5	6241.5	6294.5	-4.5	-0.07%
Oct 10, 2014 00:00	6359	6409.5	6301.5	6301.5	-57.5	-0.91%
Oct 09, 2014 00:00	6544	6555	6354	6360	-184.0	-2.89%
Oct 08, 2014 00:00	6446	6553	6445.5	6544.5	+98.5	+1.51%
Oct 07, 2014 00:00	6558	6565.5	6446	6447.5	-110.5	-1.71%
Oct 06, 2014 00:00	6526.5	6588	6526	6558.5	+32.0	+0.49%
Oct 03, 2014 00:00	6475.5	6543.5	6467	6528	+52.5	+0.80%
Oct 02, 2014 00:00	6541	6558	6423.5	6476	-65.0	-1.00%
Oct 01, 2014 00:00	6592.5	6616	6528	6543	-49.5	-0.76%
Sep 30, 2014 00:00	6637	6661.5	6588.5	6594.5	-42.5	-0.64%
Sep 29, 2014 00:00	6670.5	6671	6607.5	6637.5	-33.0	-0.50%
Sep 26, 2014 00:00	6634	6685.5	6614.5	6669	+35.0	+0.52%
Sep 25, 2014 00:00	6718	6726.5	6619.5	6633	-85.0	-1.28%
Sep 24, 2014 00:00	6637	6721	6632.5	6717	+80.0	+1.19%
Sep 23, 2014 00:00	6763	6782	6636.5	6638	-125.0	-1.88%
Sep 22, 2014 00:00	6836.5	6843	6757.5	6764	-72.5	-1.07%
Sep 19, 2014 00:00	6820.5	6897	6814.5	6839	+18.5	+0.27%
Sep 18, 2014 00:00	6794.5	6823.5	6767.5	6821.5	+27.0	+0.40%
Sep 17, 2014 00:00	6819.5	6820	6770	6792	-27.5	-0.40%
Sep 16, 2014 00:00	6809	6823	6744.5	6819	+10.0	+0.15%
Sep 15, 2014 00:00	6782	6817.5	6762	6808	+26.0	+0.38%
Sep 12, 2014 00:00	6817	6819	6786.5	6801.5	-15.5	-0.23%
Sep 11, 2014 00:00	6852.5	6857	6762.5	6816.5	-36.0	-0.53%
Sep 10, 2014 00:00	6820.5	6858.5	6799	6853	+32.5	+0.47%
Sep 09, 2014 00:00	6827.5	6846.5	6811.5	6822	-5.5	-0.08%
Sep 08, 2014 00:00	6868	6870	6772.5	6828	-40.0	-0.59%
Sep 05, 2014 00:00	6879.5	6881.5	6826.5	6870.5	-9.0	-0.13%
Sep 04, 2014 00:00	6875	6905	6856	6882	+7.0	+0.10%
Sep 03, 2014 00:00	6826.5	6898.5	6821.5	6874	+47.5	+0.69%
Sep 02, 2014 00:00	6818	6849.5	6809	6830.5	+12.5	+0.18%
Sep 01, 2014 00:00	6809.5	6826	6796.5	6819.5	+10.0	+0.15%
Aug 29, 2014 00:00	6813	6830	6780	6809	-4.0	-0.06%
Aug 28, 2014 00:00	6820	6826.5	6797	6811	-9.0	-0.13%
Aug 27, 2014 00:00	6808	6830	6807.5	6821	+13.0	+0.19%
Aug 26, 2014 00:00	6805	6828.5	6780	6810	+5.0	+0.07%
Aug 25, 2014 00:00	6770.5	6820	6765	6805.5	+35.0	+0.51%
Aug 22, 2014 00:00	6771.5	6785	6744	6767.5	-4.0	-0.06%
Aug 21, 2014 00:00	6762.5	6780	6751	6772.5	+10.0	+0.15%
Aug 20, 2014 00:00	6775.5	6776	6738.5	6762	-13.5	-0.20%
Aug 19, 2014 00:00	6755	6790	6753.5	6783.5	+28.5	+0.42%
Aug 18, 2014 00:00	6724	6756.5	6709	6754	+30.0	+0.44%
Aug 15, 2014 00:00	6700	6743.5	6664	6701	+1.0	+0.01%
Aug 14, 2014 00:00	6663	6699.5	6639.5	6697.5	+34.5	+0.52%
Aug 13, 2014 00:00	6623.5	6664.5	6616	6662.5	+39.0	+0.59%
Aug 12, 2014 00:00	6619	6644	6610.5	6642	+23.0	+0.35%
Aug 11, 2014 00:00	6599	6647	6592.5	6619.5	+20.5	+0.31%
Aug 08, 2014 00:00	6581.5	6609	6526.5	6597.5	+16.0	+0.24%
Aug 07, 2014 00:00	6626	6648.5	6569	6579	-47.0	-0.71%
Aug 06, 2014 00:00	6631.5	6651.5	6586	6626.5	-5.0	-0.08%
Aug 05, 2014 00:00	6690.5	6713.5	6641.5	6644.5	-46.0	-0.69%
Aug 04, 2014 00:00	6671	6716	6666.5	6691	+20.0	+0.30%
Aug 01, 2014 00:00	6690.5	6720.5	6623	6666.5	-24.0	-0.36%
Jul 31, 2014 00:00	6788	6797	6687.5	6691	-97.0	-1.45%
Jul 30, 2014 00:00	6799.5	6816.5	6756.5	6787	-12.5	-0.18%
Jul 29, 2014 00:00	6790	6835	6782.5	6800	+10.0	+0.15%
Jul 28, 2014 00:00	6800	6814	6759	6789.5	-10.5	-0.15%
Jul 25, 2014 00:00	6801.5	6831	6779.5	6798.5	-3.0	-0.04%
Jul 24, 2014 00:00	6788.5	6825	6765	6801	+12.5	+0.18%
Jul 23, 2014 00:00	6770.5	6822.5	6768	6787.5	+17.0	+0.25%
Jul 22, 2014 00:00	6735.5	6801.5	6734.5	6769	+33.5	+0.49%
Jul 21, 2014 00:00	6754	6757	6714.5	6736.5	-17.5	-0.26%
Jul 18, 2014 00:00	6700.5	6768	6683	6757.5	+57.0	+0.84%
Jul 17, 2014 00:00	6770	6775.5	6699.5	6701.5	-68.5	-1.02%
Jul 16, 2014 00:00	6725.5	6792.5	6717	6771	+45.5	+0.67%
Jul 15, 2014 00:00	6735.5	6762.5	6695.5	6726	-9.5	-0.14%
Jul 14, 2014 00:00	6691	6760.5	6691	6734.5	+43.5	+0.65%
Jul 11, 2014 00:00	6682	6694.5	6662	6692	+10.0	+0.15%
Jul 10, 2014 00:00	6731	6733	6643	6681.5	-49.5	-0.74%
Jul 09, 2014 00:00	6734	6739.5	6691	6730.5	-3.5	-0.05%
Jul 08, 2014 00:00	6829	6832	6711.5	6736	-93.0	-1.38%
Jul 07, 2014 00:00	6867.5	6872	6816	6828	-39.5	-0.58%
Jul 04, 2014 00:00	6863.5	6875.5	6855.5	6868	+4.5	+0.07%
Jul 03, 2014 00:00	6823	6868.5	6814	6862.5	+39.5	+0.58%
Jul 02, 2014 00:00	6795.5	6828	6789.5	6822.5	+27.0	+0.40%
Jul 01, 2014 00:00	6748	6810	6746	6797.5	+49.5	+0.73%
Jun 30, 2014 00:00	6762.5	6777.5	6728	6749	-13.5	-0.20%
Jun 27, 2014 00:00	6752.5	6773.5	6731.5	6764.5	+12.0	+0.18%
Jun 26, 2014 00:00	6741.5	6756.5	6699.5	6751.5	+10.0	+0.15%
Jun 25, 2014 00:00	6762.5	6764.5	6714	6741	-21.5	-0.32%
Jun 24, 2014 00:00	6807.5	6823.5	6756	6762	-45.5	-0.67%
Jun 23, 2014 00:00	6817.5	6836.5	6784	6808	-9.5	-0.14%
Jun 20, 2014 00:00	6805	6841	6794.5	6820.5	+15.5	+0.23%
Jun 19, 2014 00:00	6803	6838	6799.5	6805.5	+2.5	+0.04%
Jun 18, 2014 00:00	6779	6809	6771.5	6802.5	+23.5	+0.35%
Jun 17, 2014 00:00	6766.5	6785	6734	6780.5	+14.0	+0.21%
Jun 16, 2014 00:00	6777	6779	6746	6767	-10.0	-0.15%
Jun 13, 2014 00:00	6822.5	6829	6756.5	6778	-44.5	-0.66%
Jun 12, 2014 00:00	6832.5	6852.5	6812	6822	-10.5	-0.15%
Jun 11, 2014 00:00	6868.5	6869.5	6822.5	6833	-35.5	-0.52%
Jun 10, 2014 00:00	6863	6879.5	6833	6877.5	+14.5	+0.21%
Jun 09, 2014 00:00	6878	6878.5	6859.5	6862	-16.0	-0.23%
Jun 06, 2014 00:00	6818.5	6878.5	6816	6876	+57.5	+0.84%
Jun 05, 2014 00:00	6816.5	6847.5	6793	6818	+1.5	+0.02%
Jun 04, 2014 00:00	6835.5	6840.5	6797.5	6816	-19.5	-0.29%
Jun 03, 2014 00:00	6858	6860	6815.5	6839.5	-18.5	-0.27%
Jun 02, 2014 00:00	6855	6874	6847	6858.5	+3.5	+0.05%
May 30, 2014 00:00	6875.5	6876	6829	6848	-27.5	-0.40%
May 29, 2014 00:00	6842.5	6882	6838.5	6876	+33.5	+0.49%
May 28, 2014 00:00	6842.5	6855.5	6831.5	6842	-0.5	-0.01%
May 27, 2014 00:00	6827.5	6857.5	6824	6842	+14.5	+0.21%
May 26, 2014 00:00	6811	6839	6808	6827	+16.0	+0.23%
May 23, 2014 00:00	6818	6823.5	6793	6808	-10.0	-0.15%
May 22, 2014 00:00	6813.5	6846	6808.5	6816.5	+3.0	+0.04%
May 21, 2014 00:00	6785	6827	6778.5	6814	+29.0	+0.43%
May 20, 2014 00:00	6848.5	6850.5	6777.5	6791	-57.5	-0.85%
May 19, 2014 00:00	6867.5	6870.5	6801.5	6849	-18.5	-0.27%
May 16, 2014 00:00	6850.5	6867.5	6811.5	6865.5	+15.0	+0.22%
May 15, 2014 00:00	6870	6896	6819	6851	-19.0	-0.28%
May 14, 2014 00:00	6864.5	6887	6853	6869.5	+5.0	+0.07%
May 13, 2014 00:00	6869	6883.5	6846	6880.5	+11.5	+0.17%
May 12, 2014 00:00	6822.5	6870	6818	6868.5	+46.0	+0.67%
May 09, 2014 00:00	6816	6835	6805	6819.5	+3.5	+0.05%
May 08, 2014 00:00	6805.5	6841.5	6793.5	6815.5	+10.0	+0.15%
May 07, 2014 00:00	6799	6807	6764.5	6805	+6.0	+0.09%
May 06, 2014 00:00	6818	6833	6783.5	6800	-18.0	-0.26%
