Date	Open	High	Low	Close	Change (Pips)	Change (%)
Sep 04, 2015 00:00	6150.8	6161.4	6010.8	6045.5	-105.3	-1.74%
Sep 03, 2015 00:00	6133.2	6216.8	6116	6150	+16.8	+0.27%
Sep 02, 2015 00:00	6009.6	6164	5989.6	6130.4	+120.8	+1.97%
Sep 01, 2015 00:00	6207.1	6243	5985	6005	-202.1	-3.37%
Aug 31, 2015 00:00	6227.5	6241.7	6148.7	6207.5	-20.0	-0.32%
Aug 28, 2015 00:00	6216.6	6259.3	6150	6237.7	+21.1	+0.34%
Aug 27, 2015 00:00	6078.3	6231.5	6069.3	6217.4	+139.1	+2.24%
Aug 26, 2015 00:00	5961	6096.3	5895.6	6071.4	+110.4	+1.82%
Aug 25, 2015 00:00	5824.1	6117	5817.7	5947.8	+123.7	+2.08%
Aug 24, 2015 00:00	6120.8	6122.8	5768	5840.9	-279.9	-4.79%
Aug 21, 2015 00:00	6291.2	6344.3	6123	6144.2	-147.0	-2.39%
Aug 20, 2015 00:00	6389	6409	6285.8	6292.6	-96.4	-1.53%
Aug 19, 2015 00:00	6523.9	6531.3	6389.6	6395.8	-128.1	-2.00%
Aug 18, 2015 00:00	6564.6	6578.6	6503.8	6523.1	-41.5	-0.64%
Aug 17, 2015 00:00	6589.9	6597.1	6506.5	6563.8	-26.1	-0.40%
Aug 14, 2015 00:00	6562.6	6602	6541.8	6588.5	+25.9	+0.39%
Aug 13, 2015 00:00	6586.3	6636.3	6550.8	6564.2	-22.1	-0.34%
Aug 12, 2015 00:00	6672	6684.4	6534.8	6624.2	-47.8	-0.72%
Aug 11, 2015 00:00	6742.5	6748.1	6650.5	6670.8	-71.7	-1.07%
Aug 10, 2015 00:00	6731.4	6764	6651.8	6743.5	+12.1	+0.18%
Aug 07, 2015 00:00	6743.9	6756.1	6716.8	6732.4	-11.5	-0.17%
Aug 06, 2015 00:00	6722.8	6764.3	6704.8	6745.9	+23.1	+0.34%
Aug 05, 2015 00:00	6679.3	6765.8	6664.3	6729.1	+49.8	+0.74%
Aug 04, 2015 00:00	6664.8	6716.8	6642.3	6681.1	+16.3	+0.24%
Aug 03, 2015 00:00	6687	6711.3	6634.8	6666.8	-20.2	-0.30%
Jul 31, 2015 00:00	6672.4	6709	6645.8	6693.8	+21.4	+0.32%
Jul 30, 2015 00:00	6635.1	6698.8	6627.9	6672.2	+37.1	+0.56%
Jul 29, 2015 00:00	6580.7	6647	6572.1	6633.7	+53.0	+0.80%
Jul 28, 2015 00:00	6504.2	6590.8	6496.6	6580.3	+76.1	+1.16%
Jul 27, 2015 00:00	6548.9	6587.8	6488.8	6503.4	-45.5	-0.70%
Jul 24, 2015 00:00	6641.8	6685.8	6539.3	6551.7	-90.1	-1.38%
Jul 23, 2015 00:00	6695	6713.1	6623	6642.8	-52.2	-0.79%
Jul 22, 2015 00:00	6746.2	6753.2	6650.8	6696.8	-49.4	-0.74%
Jul 21, 2015 00:00	6792.9	6807.7	6743.2	6748.4	-44.5	-0.66%
Jul 20, 2015 00:00	6770.5	6812.8	6767.5	6794.1	+23.6	+0.35%
Jul 17, 2015 00:00	6785	6802.8	6762.8	6775.1	-9.9	-0.15%
Jul 16, 2015 00:00	6749.1	6805.3	6737.8	6786.4	+37.3	+0.55%
Jul 15, 2015 00:00	6755.7	6775.5	6719.8	6741.9	-13.8	-0.20%
Jul 14, 2015 00:00	6736.1	6758	6710	6754.5	+18.4	+0.27%
Jul 13, 2015 00:00	6676.5	6773.8	6628.7	6735.3	+58.8	+0.87%
